no.,dise code,crc no.,school name,school mgt,school cat.,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchregu,tchcont,tchpart,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email
629,24091501821,C.R.C. NO. 18,GNANODAY SAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,22,33,22,26,25,20,24,21,20,22,12,20,17,12,11,0,0,0,0,0,0,0,0,1,7,8,9,0,0,281,2373157,9825577816,,,,
630,24091501822,C.R.C. NO. 18,GNANODAY VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,28,20,30,26,21,27,16,25,19,20,17,15,15,14,6,15,0,0,0,0,0,0,0,0,1,7,8,7,0,0,281,2373157,9825577816,,,,
631,24091501823,C.R.C. NO. 18,RAJ MANDIR VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,2,10,6,18,6,17,6,14,12,14,14,13,11,18,7,0,0,0,0,0,0,0,0,3,8,11,8,0,0,281,2391864,9825409839,,,,
632,24091501824,C.R.C. NO. 18,RAJ MANDIR COM. VIDHYALAY,Pvt. Unaided                                                               ,Primary                                                                    ,1,12,0,13,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,281,2391864,9825409839,0,0,0,0
633,24091501825,C.R.C. NO. 18,PRIYA DARSHINI SECONDARY SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,44,0,0,0,0,0,3,0,3,0,11,0,281,2363221,,,,,
634,24091501826,C.R.C. NO. 18,JAY RANDAL VIDHYALAYA,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,39,17,0,0,0,0,4,0,4,0,4,0,0,0,9426909159,,,,jrv.jrv123@gmail.com
635,24091501827,C.R.C. NO. 18,PATANJALI VIDHYALAYA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,80,51,0,0,0,0,0,4,4,3,0,0,281,2376272,9913898286,,,9427223254,patanjalividyalay@yahoo.in
636,24091501828,C.R.C. NO. 18,PATANJALI PATHSHALA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,22,33,3,1,4,4,0,0,281,2376272,9913898286,,,9427223254,patanjalipathshala@yahoo.com
637,24091501829,C.R.C. NO. 18,SHRI V L HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,22,7,1,2,8,5,2,4,6,0,4,0,,,9879589297,,,,shreevlhighschool@gmail.com
638,24091501830,C.R.C. NO. 18,SHRI K R HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,36,11,0,0,0,0,2,1,3,0,4,0,281,2391864,9825409839,,,,
639,24091501831,C.R.C. NO. 18,PANINI SCIENCE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,18,9,2,1,3,6,0,0,281,2376272,9913898286,,,9427223254,paniniscience@yahoo.com
640,24091501833,C.R.C. NO. 18,GOKUL VIDHYALAY,Pvt. Unaided                                                               ,Primary                                                                    ,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,,,9924014016,,,9427166022,
641,24091501834,C.R.C. NO. 18,J.V. VIDHYALAYA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,8,0,0,0,1,3,4,0,3,0,,,9374395582,,,8347737157,shreejivandeepvidhyalaya@gmail.com
642,24091501901,C.R.C. NO. 17,SCHOOL NO.78,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,54,68,53,64,72,69,79,78,65,83,75,84,88,88,70,60,0,0,0,0,0,0,0,0,12,17,29,2,0,0,,,8530490051,,,,
643,24091501902,C.R.C. NO. 17,SCHOOL NO.96,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,57,49,47,50,43,50,45,36,50,35,43,48,46,36,40,32,0,0,0,0,0,0,0,0,4,14,18,4,0,0,,,9725120320,,,,
644,24091501903,C.R.C. NO. 17,SCHOOL NO.66,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,48,87,71,70,71,86,73,103,65,71,84,74,73,75,59,56,0,0,0,0,0,0,0,0,5,19,24,29,0,0,,,7383923130,,,9879742714,
645,24091501911,C.R.C. NO. 19,KANTA SHRIVIKAS PRI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,136,0,144,0,153,0,184,0,160,0,252,0,283,0,250,0,0,0,0,0,0,0,0,0,19,19,18,0,0,281,2232275,,,,,
646,24091501914,C.R.C. NO. 19,SHRI C.K.G.PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,124,1,129,4,130,5,127,0,131,0,132,0,138,0,237,0,0,0,0,0,0,0,0,1,21,22,24,0,0,281,2222012,9714200900,,,0,ckgohilprimaryschool@yahoo.in
647,24091501918,C.R.C. NO. 19,AADARSH BALNIKETAN PRIMARY SCHOOL,Pvt. Aided                                                                 ,Primary with Upper Primary                                                 ,19,20,31,10,29,12,31,10,30,6,21,5,21,9,0,0,0,0,0,0,0,0,0,0,5,2,7,19,0,0,281,2381004,9426216357,,,,
648,24091501919,C.R.C. NO. 19,SHREE SARDA LAXMI VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,9,11,9,23,12,17,6,23,13,20,15,16,9,20,13,0,0,0,0,0,0,0,0,1,5,6,22,0,0,281,2361364,9429563434,,,9374158482,
649,24091501920,C.R.C. NO. 19,SADBHAVNA PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,8,12,7,11,8,13,13,17,13,25,10,19,17,14,15,0,0,0,0,0,0,0,0,1,1,2,7,0,0,281,2363139,9726410101,,,,
650,24091501922,C.R.C. NO. 19,KASTURBA VIDHIYALAY PRI. VIBHAG,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,7,14,7,12,12,16,4,10,14,8,12,9,20,6,26,0,0,0,0,0,0,0,0,2,2,4,6,0,0,281,2364807,9824905840,,,,
651,24091501923,C.R.C. NO. 19,SAGAR PRI. SCHOOL,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,2,0,0,281,2361410,9998264065,,,9227800712,sagar.school@yahoo.com
652,24091501924,C.R.C. NO. 19,SHREE SHUBHAM VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,169,88,161,94,142,78,127,95,112,87,121,72,140,61,97,78,0,0,0,0,0,0,0,0,3,11,14,4,0,0,281,2362846,9725550005,,,,shubhamschool99@gmail.com
653,24091501927,C.R.C. NO. 19,OM VIDHYALAY PRY. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,59,37,45,40,50,40,40,50,50,39,42,43,50,52,50,55,0,0,0,0,0,0,0,0,1,2,3,8,0,0,281,2381004,9998410101,,,,
654,24091501929,C.R.C. NO. 19,SHRI MAA SHARDA VIDHYALAYA,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,14,21,21,0,0,0,0,3,3,6,0,14,0,281,2361364,9427254237,,,,
655,24091501930,C.R.C. NO. 19,SHRI KASTURBA HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,160,0,103,0,108,6,9,15,3,0,0,281,2364807,9427732046,,,9979888445,kasturbahighschool@gmail.com
656,24091501931,C.R.C. NO. 19,VIR SAVARKAR VIDHYALAYA,Local body                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,36,0,0,0,0,0,3,1,4,6,0,0,281,2372202,9427723469,,,,rmcvsv@gmail.com
657,24091501932,C.R.C. NO. 19,SHRI KADVIBAI VIRANI KANYA VIDYALAY,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,335,0,362,0,296,9,22,31,15,0,0,281,2227213,9723433620,,,,kvkvs1946@gmail.com
658,24091501934,C.R.C. NO. 23,SHRI VIKAS VIDHYALAYA (H. S.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,2,0,0,0,0,3,2,5,4,0,0,,,9376250100,,,,rakesh_sorathiya21@yahoo.com
659,24091501935,C.R.C. NO. 19,SHRI VALLABH KANYA VIDHYALAYA (H S),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,81,3,3,6,31,0,0,281,2228507,9428894770,,2380591,9426254939,vkkmscienceschool@gmail.com
660,24091501937,C.R.C. NO. 19,SHRI SAGAR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,0,281,2361410,9998264065,,,,sagar_school@yahoo.com
661,24091501938,C.R.C. NO. 19,SHRI SWAMINARAYAN GURUKUL VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,0,18,0,37,0,37,0,54,0,61,0,69,0,265,0,0,0,0,0,0,0,0,0,12,0,12,6,0,0,281,2377707,9904453279,,,9374170596,
662,24091501939,C.R.C. NO. 19,SHUBHAM HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,52,106,69,0,0,0,0,3,0,3,3,0,0,281,2365846,9725550005,,,9998102859,shubhamschool99@gmail.com
663,24091501940,C.R.C. NO. 19,SHUBHAM UCHCHTAR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,90,128,68,2,0,2,12,0,0,281,2362846,9725550005,,,,shubhamschools99@gmail.com
664,24091501941,C.R.C. NO. 19,OM VIDHYALAY MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,36,132,59,27,0,43,0,3,0,3,3,0,0,281,2381004,9426216357,,2376360,,
665,24091501942,C.R.C. NO. 19,DISCOVER PUBLIC SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,25,32,2,0,2,2,0,0,0,0,9898512342,281,2377313,,discoverdsp@gmail.com
666,24091501943,C.R.C. NO. 19,SUNFLOWER HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,33,22,0,0,0,0,3,6,9,0,3,0,281,2362606,9374112080,,,,sesbkt@sescampus.com
667,24091501944,C.R.C. NO. 19,SHRI NYALKARAN VIDHYAMANDIR,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,32,11,0,0,0,0,1,2,3,2,0,0,,,9924224548,,,,
668,24091501945,C.R.C. NO. 19,SHREE ANJALI VIDHAYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,8,25,6,24,9,36,7,24,9,30,11,27,6,20,6,0,0,0,0,0,0,0,0,2,7,9,9,0,0,281,2372986,9879736935,,,8530311081,virdachandni@gmail.com
669,24091501946,C.R.C. NO. 19,SHREE KANTA STRI VIKAS FOUND.PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,41,0,41,0,37,0,55,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,281,2232275,9137410995,,,,
670,24091501947,C.R.C. NO. 19,SHREE KANTA STRI VIKAS GRUH GIRL'S HIGH HIGHSCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,259,0,105,0,110,0,13,13,0,9,0,281,2234029,9998844414,,,,
671,24091501948,C.R.C. NO. 19,MAATU SHREE M.M.PATELKANYA VIDHYALAYA(SECONDARY),Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,36,0,0,0,0,1,2,3,5,0,0,281,2363139,,,,,shreekanyavidyaly rajkot@gmail.com
672,24091501949,C.R.C. NO. 19,MATRUMANDIR PRI.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,7,3,5,5,7,3,3,3,5,5,3,6,0,0,0,0,0,0,0,0,4,1,5,13,0,0,,,9409664481,,,8141938349,matrumandir96@gmail.com
673,24091501950,C.R.C. NO. 19,SHREE HARI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,4,12,7,8,6,9,4,5,5,4,2,2,1,7,3,0,0,0,0,0,0,0,0,6,7,13,3,0,0,281,2377967,9714414466,,,9979840081,
674,24091501951,C.R.C. NO. 19,SHRI GEETA GYAN MANDIR PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,2,2,1,3,0,2,1,2,1,7,2,9,1,6,2,0,0,0,0,0,0,0,0,2,5,7,0,5,0,281,2378352,9227800714,,,9227800714,
675,24091501952,C.R.C. NO. 19,SHREE V.D. PAREKH  ANDH MAHILA VIKASGRUH,Pvt. Aided                                                                 ,Primary with Upper Primary                                                 ,0,3,0,5,0,5,0,4,0,9,0,3,0,4,0,4,0,0,0,0,0,0,0,0,1,7,8,13,0,0,281,2361650,9427943710,,,9427355492,
676,24091501953,C.R.C. NO. 19,SHRI SWAMINARAYAN GURUKUL VIDYALAYA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,288,0,0,0,0,0,15,0,15,7,0,0,281,2377707,9927727109,,,,
677,24091502001,C.R.C. NO. 16,SCHOOL NO. 23,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,69,66,77,96,75,101,116,128,102,80,100,84,81,76,61,60,0,0,0,0,0,0,0,0,7,26,33,8,0,0,,,9825498577,,,9428252914,
678,24091502002,C.R.C. NO. 16,SCHOOL NO. 29,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,32,36,47,41,31,45,57,62,41,44,58,58,53,71,46,51,0,0,0,0,0,0,0,0,6,13,19,15,0,0,,,9558877199,,,,
679,24091502010,C.R.C. NO. 20,SHREE SHRADDHA VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,28,23,49,38,52,18,39,26,32,26,26,25,28,23,26,18,0,0,0,0,0,0,0,0,1,9,10,33,0,0,281,388605,9427728235,,,9228166899,shraddha.inst4edu@gmail.com
680,24091502013,C.R.C. NO. 20,KANAKAI VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,4,13,8,11,5,4,9,9,5,9,6,11,9,6,2,0,0,0,0,0,0,0,0,1,4,5,19,0,0,,,9426438716,,,9409382262,kanakaividhyamandir@gmail.com
