s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
518,C.R.C. NO. 14,24091501405,SARITA PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,9,2,22,8,0,0,0,0,0,0,0,0,4,1,5,1,4,5,0,0,281,2377186,9428010988,,,ussgujarat@gmail.com,
519,C.R.C. NO. 14,24091501407,NOBLE VIDYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,32,26,31,31,24,17,21,21,26,11,14,18,17,17,16,12,0,0,0,0,0,0,0,0,2,7,9,6,3,9,0,0,281,2370449,9879107272,,9825141515,noblevidyalaya@gmail.com,
520,C.R.C. NO. 14,24091501408,SHREE TAGOR VIDHIYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,15,21,16,17,5,19,15,23,19,16,15,32,17,20,11,0,0,0,0,0,0,0,0,3,5,8,6,2,8,0,0,281,2431782,9824825026,,,,
521,C.R.C. NO. 14,24091501409,UNIVERSAL PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,37,50,30,37,37,37,41,42,37,40,36,42,36,36,39,0,0,0,0,0,0,0,0,4,12,16,8,8,2,14,0,,,9601000960,,9426907589,,
522,C.R.C. NO. 14,24091501410,SARASWATI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,17,10,13,15,12,12,7,8,14,14,9,8,4,9,6,0,0,0,0,0,0,0,0,1,8,9,6,3,9,0,0,281,2376315,9737484184,,,,
523,C.R.C. NO. 14,24091501411,KARMAYOGI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,12,12,8,1,13,13,12,16,10,11,8,17,6,27,7,0,0,0,0,0,0,0,0,3,9,12,5,7,12,0,0,281,2380707,9879520425,,9824849528,,
524,C.R.C. NO. 14,24091501412,GITA VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,9,1,3,5,2,6,6,9,10,12,7,11,8,15,14,0,0,0,0,0,0,0,0,1,7,8,4,4,8,0,0,281,2386952,9428010911,,,,
525,C.R.C. NO. 14,24091501413,SWAMI VIVEKANAND VIDYALAY,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,27,69,20,0,0,0,0,4,1,5,0,0,5,0,0,281,2371782,9824810907,,9427561376,swamivivekanandschoo1@gmail.com,
526,C.R.C. NO. 14,24091501415,THE ROYAL SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,12,8,14,8,11,3,13,8,8,9,11,11,9,6,11,5,18,4,8,29,9,6,8,2,3,10,13,3,3,13,0,0,281,2923594,9428010911,,9428010911,,
527,C.R.C. NO. 14,24091501417,ULTRA SECONDARY & HIGHER SEC SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,127,30,113,40,11,0,11,0,0,11,0,0,281,2377186,9428010988,,9428010988,ussgujarat@gmail.com,
528,C.R.C. NO. 14,24091501418,SHRI BAHUCHAR VIDHYALAYA,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,30,13,0,0,0,0,3,0,3,0,0,3,0,0,281,2386952,9426996597,,9426996597,shribahucharschool@gmail.com,
529,C.R.C. NO. 14,24091501419,SHRI MA ANANDMAYI KANYA VIDYALAYA,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,71,35,1,46,5,48,4,7,11,0,0,11,0,0,281,2388031,9428252585,2388031,9427788895,pri.maanandmaikanya@gmail.co,
530,C.R.C. NO. 14,24091501420,SHRI UNIVERSAL HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,101,109,77,0,42,0,40,7,8,15,0,0,2,13,0,,,9426907589,,9426907589,,
531,C.R.C. NO. 14,24091501421,SHRI LITTLE STAR PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,42,42,45,31,40,34,37,38,42,39,47,30,43,31,15,60,0,0,0,0,0,0,0,0,0,16,16,10,6,2,14,0,,,9427252734,,,,
532,C.R.C. NO. 14,24091501422,SHRI UNIVERSAL PRATHMIK SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,21,23,13,22,15,13,22,24,16,18,21,22,13,38,0,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,,,9978438740,,,,
533,C.R.C. NO. 14,24091501423,VANDE MATARAM SEC AND HIGH. SEC. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,32,16,39,13,39,19,5,4,9,0,0,2,7,0,281,2380707,9825781496,,9825781496,vandematramhighschool@gmail.com,
534,C.R.C. NO. 14,24091501424,VANDEMATARAM VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,16,6,6,14,2,14,13,16,10,8,7,16,6,15,17,0,0,0,0,0,0,0,0,4,5,9,5,4,9,0,0,281,2380707,,,,,
535,C.R.C. NO. 14,24091501425,KARMAYOGI ENGLISH PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,11,4,0,1,0,1,0,6,4,4,1,1,3,1,2,0,0,0,0,0,0,0,0,4,4,8,4,4,4,4,0,281,2380707,,,,,
536,C.R.C. NO. 14,24091501426,CREATIVE SCIENCE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,86,158,85,10,0,10,0,0,10,0,0,281,2382099,9426224065,,9428010988,cssgujarat@gmail.com,
537,C.R.C. NO. 14,24091501427,BAHUCHAR VIDHYALAY,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,5,0,1,2,3,0,0,3,0,0,281,2386952,,,,,
538,C.R.C. NO. 14,24091501428,SANSKAR LAXMI GHYAN VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,12,7,11,12,10,13,14,8,15,17,9,8,15,6,14,0,0,0,0,0,0,0,0,0,8,8,4,4,2,6,0,0,,9825209799,,,,
539,C.R.C. NO. 14,24091501429,MATUSHRI RADHABAI BECHARBHAI AKABARI PRI.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,7,10,14,12,16,8,10,8,13,10,19,16,16,12,29,0,0,0,0,0,0,0,0,0,10,10,5,5,10,0,0,281,2388031,9924300078,,,radhabaischool@gmail.com,
540,C.R.C. NO. 14,24091501430,ALFA PRIMARY SCHOOL ,Pvt. Unaided                                                               ,Primary                                                                    ,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,0,0,,,9879107272,,9978785334,alfaprimaryschool@gmail.com,
541,C.R.C. NO. 4,24091501501,SCHOOL NO.10,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,7,4,13,8,7,4,7,8,8,11,8,9,4,5,0,0,0,0,0,0,0,0,0,0,1,5,6,4,2,6,0,0,,,9067733392,,,school10rmc@gmail.com,www.school10.blogspot.in
542,C.R.C. NO. 10,24091501502,SCHOOL NO.4,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,7,17,9,12,10,4,8,14,8,8,14,20,10,15,15,14,0,0,0,0,0,0,0,0,3,4,7,4,3,6,1,0,281,3049118,7096037365,,9099928333,rajkotmsbht4@gmail.com,
543,C.R.C. NO. 10,24091501503,SCHOOL NO.5,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,6,6,10,6,5,1,1,2,6,5,10,3,12,6,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2,4,0,0,281,2586070,9428464330,,,school5rmc@gmail.com,
544,C.R.C. NO. 4,24091501504,SCHOOL NO.26,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,16,22,26,16,15,15,13,18,22,17,29,23,24,26,24,17,0,0,0,0,0,0,0,0,4,6,10,6,4,10,0,0,281,2444202,9426020232,,9924106006,school26rmc@gmail.com,
545,C.R.C. NO. 15,24091501507,GAUTAM VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,12,8,12,10,5,6,10,5,12,5,21,2,8,16,10,16,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,281,2239027,9925018751,,9925018751,gautamschool21@gmail.com,www.gautamschool.org
546,C.R.C. NO. 15,24091501509,BAJRANG VIDHIYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,6,4,6,6,12,5,8,4,12,7,14,8,10,5,11,3,0,0,0,0,0,0,0,0,3,5,8,4,4,2,6,0,281,,8980803190,,8980803190,,
547,C.R.C. NO. 15,24091501510,SHREE VIKASH VIDHIYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,2,5,1,6,3,5,3,3,4,2,2,1,1,3,2,0,0,0,0,0,0,0,0,0,4,4,2,2,4,0,0,,,9825642719,,9825642719,vikasvidhyalay2013@gmail.com,
548,C.R.C. NO. 1,24091501511,ADARSH PR.SCHOOL GRANTED,Govt. Aided (Pvt.)                                                         ,Primary with Upper Primary                                                 ,3,5,19,14,18,14,19,16,11,15,15,14,18,15,30,24,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,9879011292,,9879011292,,
549,C.R.C. NO. 15,24091501512,NAVYUG PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,51,60,61,57,56,39,51,41,63,37,87,45,91,50,89,58,0,0,0,0,0,0,0,0,3,15,18,9,9,18,0,0,281,2235985,9924084184,,9429381161,,
550,C.R.C. NO. 15,24091501514,ACHAUHAM VIDHYALAY PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,2,5,0,0,,,9824431804,,7874011399,ajaymahavir12@gmail.com,
551,C.R.C. NO. 15,24091501515,SHRI H K SHETH PRI SCHOOL (GUJ MED),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,17,31,11,35,11,30,17,24,12,27,18,21,12,16,29,0,0,0,0,0,0,0,0,0,8,8,4,4,2,6,0,281,2228529,,,,,
552,C.R.C. NO. 15,24091501516,SHRI HIRALAXMI K SHETH PRI SCHOOL (ENG MED),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,21,14,10,13,11,19,10,6,16,7,1,13,4,12,3,0,0,0,0,0,0,0,0,0,7,7,5,2,2,5,0,281,2228529,,,,,
553,C.R.C. NO. 15,24091501517,SHREE AMBICA PRIMARY VIDYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,8,20,11,18,7,20,8,20,6,22,9,20,8,26,6,0,0,0,0,0,0,0,0,1,7,8,3,5,8,0,0,281,2235657,9925117731,,9925117731,shreeambicaschool@gmail.com,
554,C.R.C. NO. 15,24091501518,BAL KISHOR VIDHYALAYA (PRI.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,4,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,281,,9374125027,,9374125027,,
555,C.R.C. NO. 15,24091501519,SHRI ARUNODAYA SECONDARY SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,33,12,13,1,34,6,2,8,10,0,0,10,0,0,281,2235657,9925117731,,9925117731,shreeambicaschool@gmail.com,
556,C.R.C. NO. 15,24091501520,SHRI AMBICA HIGH.SEC.SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,44,18,4,1,5,0,0,5,0,0,281,2235657,8469996305,,7600619711,,
557,C.R.C. NO. 15,24091501521,SHRI BAL KISHOR VIDHYALAYA  RAJKOT,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,33,17,0,0,0,0,3,1,4,0,0,4,0,0,281,2222582,9426880965,,9426880965,bkv.1959@yahoo.com,
558,C.R.C. NO. 15,24091501522,SHREE P. & T. V. SHETH HIGH SCHOOL,Local body                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,42,0,166,0,129,0,13,2,15,0,0,15,0,0,281,2232170,9427433339,2369736,9879009831,ptvshethhighschool50@gmail.com,
559,C.R.C. NO. 15,24091501523,GAUTAM MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,34,10,17,15,17,13,4,2,6,0,0,4,2,0,281,2239027,9925018751,2239027,9925018751,gautamschool21@gmail.com,www.gautamschool.org
560,C.R.C. NO. 1,24091501524,SHRI RAMNATHPARA HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,14,20,0,0,0,0,3,0,3,0,0,3,0,0,281,,9879011292,,9879011292,,
561,C.R.C. NO. 15,24091501525,GAUTAM VIDYA VIHAR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,7,19,2,4,5,8,5,8,4,8,2,21,0,22,0,0,0,0,0,0,0,0,0,0,5,5,2,3,5,0,0,281,2239027,9925018751,,9925018751,gautamschool21@gmail.com,www.gautamschool.org
562,C.R.C. NO. 15,24091501526,SHREE AVANI VIDYAMANDIR,Pvt. Unaided                                                               ,Primary                                                                    ,30,32,14,4,23,8,21,10,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,4,0,0,281,2235985,9904468686,,9904468686,j_jalu@yahoo.com,
563,C.R.C. NO. 15,24091501527,SHREE NAVYUG HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,56,74,53,68,29,75,40,9,3,12,0,0,12,0,0,281,2235985,9904468686,,9427066614,j_jalu@yahoo.com,
564,C.R.C. NO. 15,24091501528,SHRI AMBIKA SECONDARY SCHOOL(ENG. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,0,0,0,0,0,1,5,6,0,0,6,0,0,281,2235657,9925117731,,9925117731,shreeambicaschool@gmail.com,
565,C.R.C. NO. 15,24091501529,DEEP VIDHYALAY,Pvt. Unaided                                                               ,Primary                                                                    ,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,,9825642719,,9825642719,vikasvidhyalay2013@gmail.com,
566,C.R.C. NO. 4,24091501601,SCHOOL NO.33,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,36,41,25,38,30,28,32,42,45,57,47,61,28,31,28,31,0,0,0,0,0,0,0,0,5,11,16,9,7,16,0,0,,,9725270766,,,school33rmc@gmail.com,
567,C.R.C. NO. 4,24091501602,SCHOOL NO.17,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,17,23,32,25,18,18,13,22,18,27,12,14,17,14,22,8,0,0,0,0,0,0,0,0,1,9,10,6,4,10,0,0,,,8155050156,,9429164397,rajkotmsbht17@gmail.com,
568,C.R.C. NO. 4,24091501603,SCHOOL NO.68,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,22,19,26,19,13,12,14,13,16,14,19,20,11,14,14,5,0,0,0,0,0,0,0,0,4,5,9,5,4,9,0,0,,,9712371001,,9428298535,rajkotmsbht68@gmail.com,
569,C.R.C. NO. 3,24091501604,SCHOOL NO.98,Municipal School Board(MSB)                                                ,Primary                                                                    ,9,24,11,13,9,29,10,16,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,4,0,0,,,9428250473,,9824849752,rajkotmsbht98@gmail.com,
570,C.R.C. NO. 16,24091501608,SCHOOL NO.76,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,47,34,45,45,41,41,50,53,46,47,54,48,47,40,48,44,0,0,0,0,0,0,0,0,7,12,19,13,6,19,0,0,,,9824861517,,9427237475,rmcschoolno76@gmail.com,
571,C.R.C. NO. 16,24091501609,SHEFARD VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,22,15,11,14,10,7,14,12,9,11,6,14,10,8,8,3,0,0,0,0,0,0,0,0,0,8,8,4,4,8,0,0,,,7567366141,,7567671985,,
